"Plot Title: 2021995"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 2021995, SEN S/N: 9719173)","Water Content, m³/m³ (LGR S/N: 2021995, SEN S/N: 20152220)"
79,05/18/18 08:50:54 PM,50.576,0.2249
80,05/18/18 09:50:54 PM,49.204,0.2262
81,05/18/18 10:50:54 PM,47.871,0.2254
82,05/18/18 11:50:54 PM,46.841,0.2249
83,05/19/18 12:50:54 AM,45.761,0.2249
84,05/19/18 01:50:54 AM,44.856,0.2249
85,05/19/18 02:50:54 AM,44.082,0.2254
86,05/19/18 03:50:54 AM,43.351,0.2254
87,05/19/18 04:50:54 AM,42.708,0.2254
88,05/19/18 05:50:54 AM,41.970,0.2257
89,05/19/18 06:50:54 AM,41.463,0.2257
90,05/19/18 07:50:54 AM,41.416,0.2262
91,05/19/18 08:50:54 AM,44.355,0.2262
92,05/19/18 09:50:54 AM,50.445,0.2257
93,05/19/18 10:50:54 AM,52.554,0.2249
94,05/19/18 11:50:54 AM,58.152,0.2241
95,05/19/18 12:50:54 PM,58.755,0.2229
96,05/19/18 01:50:54 PM,58.582,0.2224
97,05/19/18 02:50:54 PM,59.014,0.2216
98,05/19/18 03:50:54 PM,59.702,0.2216
99,05/19/18 04:50:54 PM,57.506,0.2216
100,05/19/18 05:50:54 PM,55.213,0.2219
101,05/19/18 06:50:54 PM,53.951,0.2224
102,05/19/18 07:50:54 PM,52.509,0.2224
103,05/19/18 08:50:54 PM,51.017,0.2237
104,05/19/18 09:50:54 PM,49.561,0.2249
105,05/19/18 10:50:54 PM,48.583,0.2249
106,05/19/18 11:50:54 PM,47.334,0.2249
107,05/20/18 12:50:54 AM,46.166,0.2254
108,05/20/18 01:50:54 AM,45.082,0.2254
109,05/20/18 02:50:54 AM,44.127,0.2254
110,05/20/18 03:50:54 AM,43.259,0.2254
111,05/20/18 04:50:54 AM,42.525,0.2254
112,05/20/18 05:50:54 AM,41.693,0.2257
113,05/20/18 06:50:54 AM,41.230,0.2262
114,05/20/18 07:50:54 AM,40.811,0.2266
115,05/20/18 08:50:54 AM,42.386,0.2274
116,05/20/18 09:50:54 AM,48.182,0.2269
117,05/20/18 10:50:54 AM,54.037,0.2262
118,05/20/18 11:50:54 AM,57.160,0.2249
119,05/20/18 12:50:54 PM,58.195,0.2237
120,05/20/18 01:50:54 PM,55.863,0.2232
121,05/20/18 02:50:54 PM,53.951,0.2232
122,05/20/18 03:50:54 PM,52.072,0.2232
123,05/20/18 04:50:54 PM,51.413,0.2232
124,05/20/18 05:50:54 PM,51.413,0.2232
125,05/20/18 06:50:54 PM,50.400,0.2232
126,05/20/18 07:50:54 PM,49.338,0.2232
127,05/20/18 08:50:54 PM,47.871,0.2237
128,05/20/18 09:50:54 PM,46.526,0.2237
129,05/20/18 10:50:54 PM,45.354,0.2241
130,05/20/18 11:50:54 PM,44.400,0.2241
131,05/21/18 12:50:54 AM,43.534,0.2245
132,05/21/18 01:50:54 AM,42.708,0.2245
133,05/21/18 02:50:54 AM,42.017,0.2249
134,05/21/18 03:50:54 AM,41.322,0.2249
135,05/21/18 04:50:54 AM,40.764,0.2249
136,05/21/18 05:50:54 AM,40.204,0.2254
137,05/21/18 06:50:54 AM,39.830,0.2254
138,05/21/18 07:50:54 AM,39.643,0.2257
139,05/21/18 08:50:54 AM,41.970,0.2262
140,05/21/18 09:50:54 AM,47.736,0.2257
141,05/21/18 10:50:54 AM,53.645,0.2245
142,05/21/18 11:50:54 AM,58.541,0.2237
143,05/21/18 12:50:54 PM,60.904,0.2224
144,05/21/18 01:50:54 PM,58.498,0.2216
145,05/21/18 02:50:54 PM,58.411,0.2208
146,05/21/18 03:50:54 PM,57.722,0.2203
147,05/21/18 04:50:54 PM,57.506,0.2203
148,05/21/18 05:50:54 PM,55.342,0.2203
149,05/21/18 06:50:54 PM,53.776,0.2208
150,05/21/18 07:50:54 PM,52.378,0.2208
151,05/21/18 08:50:54 PM,50.886,0.2211
152,05/21/18 09:50:54 PM,49.383,0.2211
153,05/21/18 10:50:54 PM,48.049,0.2216
154,05/21/18 11:50:54 PM,46.886,0.2216
155,05/22/18 12:50:54 AM,45.896,0.2216
156,05/22/18 01:50:54 AM,44.991,0.2216
157,05/22/18 02:50:54 AM,44.082,0.2216
158,05/22/18 03:50:54 AM,43.351,0.2219
159,05/22/18 04:50:54 AM,42.708,0.2219
160,05/22/18 05:50:54 AM,42.017,0.2224
161,05/22/18 06:50:54 AM,41.601,0.2224
162,05/22/18 07:50:54 AM,41.322,0.2229
163,05/22/18 08:50:54 AM,44.127,0.2229
164,05/22/18 09:50:54 AM,49.914,0.2224
165,05/22/18 10:50:54 AM,55.515,0.2216
166,05/22/18 11:50:54 AM,58.411,0.2208
167,05/22/18 12:50:54 PM,57.420,0.2195
168,05/22/18 01:50:54 PM,58.755,0.2185
169,05/22/18 02:50:54 PM,58.239,0.2177
170,05/22/18 03:50:54 PM,56.512,0.2177
171,05/22/18 04:50:54 PM,54.473,0.2177
172,05/22/18 05:50:54 PM,54.037,0.2177
173,05/22/18 06:50:54 PM,52.291,0.2182
174,05/22/18 07:50:54 PM,50.797,0.2182
175,05/22/18 08:50:54 PM,49.249,0.2185
176,05/22/18 09:50:54 PM,47.871,0.2185
177,05/22/18 10:50:54 PM,46.751,0.2190
178,05/22/18 11:50:54 PM,45.714,0.2190
179,05/23/18 12:50:54 AM,44.809,0.2190
180,05/23/18 01:50:54 AM,44.037,0.2190
181,05/23/18 02:50:54 AM,43.443,0.2195
182,05/23/18 03:50:54 AM,43.030,0.2195
183,05/23/18 04:50:54 AM,42.433,0.2195
184,05/23/18 05:50:54 AM,41.970,0.2195
185,05/23/18 06:50:54 AM,41.970,0.2198
186,05/23/18 07:50:54 AM,42.708,0.2203
187,05/23/18 08:50:54 AM,45.307,0.2198
188,05/23/18 09:50:54 AM,50.533,0.2195
189,05/23/18 10:50:54 AM,54.343,0.2185
190,05/23/18 11:50:54 AM,57.074,0.2169
191,05/23/18 12:50:54 PM,57.549,0.2164
192,05/23/18 01:50:54 PM,61.119,0.2153
193,05/23/18 02:50:54 PM,61.506,0.2143
194,05/23/18 03:50:54 PM,61.590,0.2134
195,05/23/18 04:50:54 PM,59.873,0.2134
196,05/23/18 05:50:54 PM,56.901,0.2143
197,05/23/18 06:50:54 PM,54.909,0.2143
198,05/23/18 07:50:54 PM,53.121,0.2148
199,05/23/18 08:50:54 PM,51.544,0.2153
200,05/23/18 09:50:54 PM,50.092,0.2153
201,05/23/18 10:50:54 PM,48.762,0.2156
202,05/23/18 11:50:54 PM,47.557,0.2156
203,05/24/18 12:50:54 AM,46.436,0.2153
204,05/24/18 01:50:54 AM,45.534,0.2156
205,05/24/18 02:50:54 AM,44.627,0.2156
206,05/24/18 03:50:54 AM,43.853,0.2156
207,05/24/18 04:50:54 AM,43.167,0.2161
208,05/24/18 05:50:54 AM,42.433,0.2161
209,05/24/18 06:50:54 AM,41.970,0.2164
210,05/24/18 07:50:54 AM,41.601,0.2161
211,05/24/18 08:50:54 AM,44.492,0.2164
212,05/24/18 09:50:54 AM,51.105,0.2156
213,05/24/18 10:50:54 AM,57.031,0.2148
214,05/24/18 11:50:54 AM,61.162,0.2134
215,05/24/18 12:50:54 PM,64.845,0.2117
216,05/24/18 01:50:54 PM,66.772,0.2104
217,05/24/18 02:50:54 PM,66.772,0.2092
218,05/24/18 03:50:54 PM,64.974,0.2087
219,05/24/18 04:50:54 PM,63.048,0.2087
220,05/24/18 05:50:54 PM,59.745,0.2092
221,05/24/18 06:50:54 PM,57.636,0.2095
222,05/24/18 07:50:54 PM,55.776,0.2095
223,05/24/18 08:50:54 PM,53.951,0.2100
224,05/24/18 09:50:54 PM,52.335,0.2100
225,05/24/18 10:50:54 PM,50.929,0.2100
226,05/24/18 11:50:54 PM,49.737,0.2100
227,05/25/18 12:50:54 AM,48.628,0.2100
228,05/25/18 01:50:54 AM,47.647,0.2100
229,05/25/18 02:50:54 AM,46.796,0.2100
230,05/25/18 03:50:54 AM,45.986,0.2100
231,05/25/18 04:50:54 AM,45.217,0.2100
232,05/25/18 05:50:54 AM,44.537,0.2104
233,05/25/18 06:50:54 AM,43.990,0.2104
234,05/25/18 07:50:54 AM,43.534,0.2104
235,05/25/18 08:50:54 AM,46.661,0.2109
236,05/25/18 09:50:54 AM,53.820,0.2100
237,05/25/18 10:50:54 AM,59.616,0.2087
238,05/25/18 11:50:54 AM,64.117,0.2073
239,05/25/18 12:50:54 PM,67.158,0.2061
240,05/25/18 01:50:54 PM,68.698,0.2043
241,05/25/18 02:50:54 PM,68.956,0.2029
242,05/25/18 03:50:54 PM,67.928,0.2020
243,05/25/18 04:50:54 PM,65.959,0.2020
244,05/25/18 05:50:54 PM,62.276,0.2026
245,05/25/18 06:50:54 PM,60.003,0.2029
246,05/25/18 07:50:54 PM,58.023,0.2029
247,05/25/18 08:50:54 PM,56.122,0.2029
248,05/25/18 09:50:54 PM,54.387,0.2029
249,05/25/18 10:50:54 PM,52.860,0.2078
250,05/25/18 11:50:54 PM,51.501,0.2035
251,05/26/18 12:50:54 AM,50.268,0.2029
252,05/26/18 01:50:54 AM,49.204,0.2029
253,05/26/18 02:50:54 AM,48.182,0.2035
254,05/26/18 03:50:54 AM,47.244,0.2029
255,05/26/18 04:50:54 AM,46.436,0.2029
256,05/26/18 05:50:54 AM,45.761,0.2029
257,05/26/18 06:50:54 AM,45.217,0.2035
258,05/26/18 07:50:54 AM,44.627,0.2035
259,05/26/18 08:50:54 AM,47.959,0.2035
260,05/26/18 09:50:54 AM,55.213,0.2026
261,05/26/18 10:50:54 AM,61.075,0.2012
262,05/26/18 11:50:54 AM,64.074,0.1994
263,05/26/18 12:50:54 PM,63.648,0.1981
264,05/26/18 01:50:54 PM,62.533,0.1972
265,05/26/18 02:50:54 PM,62.105,0.1963
266,05/26/18 03:50:54 PM,60.474,0.1958
267,05/26/18 04:50:54 PM,59.056,0.1958
268,05/26/18 05:50:54 PM,57.807,0.1948
269,05/26/18 06:50:54 PM,56.901,0.1948
270,05/26/18 07:50:54 PM,55.342,0.1945
271,05/26/18 08:50:54 PM,53.733,0.1948
272,05/26/18 09:50:54 PM,52.291,0.1945
273,05/26/18 10:50:54 PM,51.062,0.1948
274,05/26/18 11:50:54 PM,50.180,0.1948
275,05/27/18 12:50:54 AM,49.428,0.1945
276,05/27/18 01:50:54 AM,48.628,0.1945
277,05/27/18 02:50:54 AM,47.959,0.1945
278,05/27/18 03:50:54 AM,47.244,0.1945
279,05/27/18 04:50:54 AM,46.391,0.1945
280,05/27/18 05:50:54 AM,45.579,0.1963
281,05/27/18 06:50:54 AM,44.901,0.1963
282,05/27/18 07:50:54 AM,44.445,0.1967
283,05/27/18 08:50:54 AM,47.557,0.1963
284,05/27/18 09:50:54 AM,54.255,0.1948
285,05/27/18 10:50:54 AM,60.647,0.1939
286,05/27/18 11:50:54 AM,64.589,0.1926
287,05/27/18 12:50:54 PM,66.857,0.1913
288,05/27/18 01:50:54 PM,65.829,0.1898
289,05/27/18 02:50:54 PM,66.814,0.1895
290,05/27/18 03:50:54 PM,66.900,0.1885
291,05/27/18 04:50:54 PM,65.059,0.1885
292,05/27/18 05:50:54 PM,61.633,0.1885
293,05/27/18 06:50:54 PM,59.529,0.1885
294,05/27/18 07:50:54 PM,57.722,0.1881
295,05/27/18 08:50:54 PM,55.992,0.1885
296,05/27/18 09:50:54 PM,54.300,0.1881
297,05/27/18 10:50:54 PM,52.729,0.1881
298,05/27/18 11:50:54 PM,51.413,0.1881
299,05/28/18 12:50:54 AM,50.268,0.1881
300,05/28/18 01:50:54 AM,49.249,0.1881
301,05/28/18 02:50:54 AM,48.227,0.1881
302,05/28/18 03:50:54 AM,47.377,0.1881
303,05/28/18 04:50:54 AM,46.526,0.1876
304,05/28/18 05:50:54 AM,45.714,0.1876
305,05/28/18 06:50:54 AM,45.127,0.1881
306,05/28/18 07:50:54 AM,44.719,0.1881
307,05/28/18 08:50:54 AM,47.691,0.1885
308,05/28/18 09:50:54 AM,53.472,0.1881
309,05/28/18 10:50:54 AM,57.463,0.1866
310,05/28/18 11:50:54 AM,59.185,0.1862
311,05/28/18 12:50:54 PM,59.014,0.1859
312,05/28/18 01:50:54 PM,61.248,0.1843
313,05/28/18 02:50:54 PM,63.648,0.1830
314,05/28/18 03:50:54 PM,63.475,0.1820
315,05/28/18 04:50:54 PM,61.547,0.1820
316,05/28/18 05:50:54 PM,59.529,0.1816
317,05/28/18 06:50:54 PM,57.936,0.1816
318,05/28/18 07:50:54 PM,56.340,0.1816
319,05/28/18 08:50:54 PM,54.734,0.1816
320,05/28/18 09:50:54 PM,53.341,0.1816
321,05/28/18 10:50:54 PM,51.940,0.1813
322,05/28/18 11:50:54 PM,50.841,0.1813
323,05/29/18 12:50:54 AM,49.692,0.1813
324,05/29/18 01:50:54 AM,48.672,0.1807
325,05/29/18 02:50:54 AM,47.691,0.1813
326,05/29/18 03:50:54 AM,46.886,0.1813
327,05/29/18 04:50:54 AM,46.166,0.1813
328,05/29/18 05:50:54 AM,45.444,0.1813
329,05/29/18 06:50:54 AM,44.946,0.1813
330,05/29/18 07:50:54 AM,44.537,0.1813
331,05/29/18 08:50:54 AM,47.691,0.1820
332,05/29/18 09:50:54 AM,52.115,0.1816
333,05/29/18 10:50:54 AM,58.195,0.1813
334,05/29/18 11:50:54 AM,62.019,0.1803
335,05/29/18 12:50:54 PM,60.132,0.1793
336,05/29/18 01:50:54 PM,61.075,0.1783
337,05/29/18 02:50:54 PM,61.333,0.1769
338,05/29/18 03:50:54 PM,61.633,0.1769
339,05/29/18 04:50:54 PM,60.132,0.1769
340,05/29/18 05:50:54 PM,57.979,0.1765
341,05/29/18 06:50:54 PM,56.512,0.1765
342,05/29/18 07:50:54 PM,54.995,0.1762
343,05/29/18 08:50:54 PM,53.515,0.1765
344,05/29/18 09:50:54 PM,52.115,0.1765
345,05/29/18 10:50:54 PM,50.929,0.1765
346,05/29/18 11:50:54 PM,49.870,0.1765
347,05/30/18 12:50:54 AM,48.938,0.1762
348,05/30/18 01:50:54 AM,48.049,0.1762
349,05/30/18 02:50:54 AM,47.289,0.1762
350,05/30/18 03:50:54 AM,46.571,0.1762
351,05/30/18 04:50:54 AM,45.941,0.1762
352,05/30/18 05:50:54 AM,45.354,0.1765
353,05/30/18 06:50:54 AM,44.901,0.1765
354,05/30/18 07:50:54 AM,44.627,0.1765
355,05/30/18 08:50:54 AM,48.049,0.1769
356,05/30/18 09:50:54 AM,54.561,0.1765
357,05/30/18 10:50:54 AM,60.303,0.1762
358,05/30/18 11:50:54 AM,63.903,0.1746
359,05/30/18 12:50:54 PM,64.931,0.1738
360,05/30/18 01:50:54 PM,63.689,0.1728
361,05/30/18 02:50:54 PM,62.704,0.1718
362,05/30/18 03:50:54 PM,60.948,0.1718
363,05/30/18 04:50:54 PM,58.582,0.1718
364,05/30/18 05:50:54 PM,56.208,0.1762
365,05/30/18 06:50:54 PM,55.081,0.1756
366,05/30/18 07:50:54 PM,53.951,0.1752
367,05/30/18 08:50:54 PM,52.554,0.1756
368,05/30/18 09:50:54 PM,51.148,0.1756
369,05/30/18 10:50:54 PM,49.914,0.1756
370,05/30/18 11:50:54 PM,48.805,0.1756
371,05/31/18 12:50:54 AM,47.826,0.1762
372,05/31/18 01:50:54 AM,47.064,0.1762
373,05/31/18 02:50:54 AM,46.346,0.1762
374,05/31/18 03:50:54 AM,45.624,0.1762
375,05/31/18 04:50:54 AM,44.991,0.1765
376,05/31/18 05:50:54 AM,44.445,0.1765
377,05/31/18 06:50:54 AM,44.037,0.1769
378,05/31/18 07:50:54 AM,43.716,0.1775
379,05/31/18 08:50:54 AM,46.571,0.1775
380,05/31/18 09:50:54 AM,54.169,0.1769
381,05/31/18 10:50:54 AM,60.260,0.1765
382,05/31/18 11:50:54 AM,62.919,0.1752
383,05/31/18 12:50:54 PM,62.447,0.1742
384,05/31/18 01:50:54 PM,62.191,0.1728
385,05/31/18 02:50:54 PM,64.161,0.1724
386,05/31/18 03:50:54 PM,64.288,0.1718
387,05/31/18 04:50:54 PM,62.962,0.1714
388,05/31/18 05:50:54 PM,60.217,0.1718
389,05/31/18 06:50:54 PM,58.239,0.1718
390,05/31/18 07:50:54 PM,56.469,0.1714
391,05/31/18 08:50:54 PM,54.691,0.1718
392,05/31/18 09:50:54 PM,53.121,0.1718
393,05/31/18 10:50:54 PM,51.678,0.1714
394,05/31/18 11:50:54 PM,50.488,0.1714
395,06/01/18 12:50:54 AM,49.782,0.1714
396,06/01/18 01:50:54 AM,49.161,0.1714
397,06/01/18 02:50:54 AM,48.628,0.1718
398,06/01/18 03:50:54 AM,48.137,0.1718
399,06/01/18 04:50:54 AM,47.422,0.1714
400,06/01/18 05:50:54 AM,46.706,0.1714
401,06/01/18 06:50:54 AM,45.986,0.1718
402,06/01/18 07:50:54 AM,45.534,0.1718
403,06/01/18 08:50:54 AM,48.762,0.1718
404,06/01/18 09:50:54 AM,55.038,0.1718
405,06/01/18 10:50:54 AM,60.948,0.1709
406,06/01/18 11:50:54 AM,64.546,0.1699
407,06/01/18 12:50:54 PM,63.219,0.1689
408,06/01/18 01:50:54 PM,62.577,0.1681
409,06/01/18 02:50:54 PM,63.775,0.1671
410,06/01/18 03:50:54 PM,63.133,0.1667
411,06/01/18 04:50:54 PM,62.791,0.1667
412,06/01/18 05:50:54 PM,60.089,0.1671
413,06/01/18 06:50:54 PM,58.455,0.1689
414,06/01/18 07:50:54 PM,56.772,0.1656
415,06/01/18 08:50:54 PM,55.168,0.1656
416,06/01/18 09:50:54 PM,53.645,0.1656
417,06/01/18 10:50:54 PM,52.378,0.1656
418,06/01/18 11:50:54 PM,51.237,0.1652
419,06/02/18 12:50:54 AM,50.092,0.1656
420,06/02/18 01:50:54 AM,49.116,0.1652
421,06/02/18 02:50:54 AM,48.137,0.1656
422,06/02/18 03:50:54 AM,47.334,0.1652
423,06/02/18 04:50:54 AM,46.571,0.1656
424,06/02/18 05:50:54 AM,45.896,0.1656
425,06/02/18 06:50:54 AM,45.307,0.1656
426,06/02/18 07:50:54 AM,44.901,0.1663
427,06/02/18 08:50:54 AM,47.871,0.1663
428,06/02/18 09:50:54 AM,53.951,0.1656
429,06/02/18 10:50:54 AM,60.690,0.1656
430,06/02/18 11:50:54 AM,66.301,0.1642
431,06/02/18 12:50:54 PM,67.372,0.1623
432,06/02/18 01:50:54 PM,65.487,0.1615
433,06/02/18 02:50:54 PM,65.102,0.1604
434,06/02/18 03:50:54 PM,65.059,0.1600
435,06/02/18 04:50:54 PM,64.332,0.1604
436,06/02/18 05:50:54 PM,61.677,0.1608
437,06/02/18 06:50:54 PM,59.959,0.1608
438,06/02/18 07:50:54 PM,58.325,0.1604
439,06/02/18 08:50:54 PM,56.772,0.1600
440,06/02/18 09:50:54 PM,55.256,0.1596
441,06/02/18 10:50:54 PM,53.994,0.1596
442,06/02/18 11:50:54 PM,52.772,0.1596
443,06/03/18 12:50:54 AM,51.721,0.1596
444,06/03/18 01:50:54 AM,50.709,0.1590
445,06/03/18 02:50:54 AM,49.825,0.1596
446,06/03/18 03:50:54 AM,49.073,0.1600
447,06/03/18 04:50:54 AM,48.450,0.1596
448,06/03/18 05:50:54 AM,48.049,0.1590
449,06/03/18 06:50:54 AM,48.049,0.1596
450,06/03/18 07:50:54 AM,48.493,0.1596
451,06/03/18 08:50:54 AM,50.664,0.1600
452,06/03/18 09:50:54 AM,53.298,0.1596
453,06/03/18 10:50:54 AM,57.420,0.1585
454,06/03/18 11:50:54 AM,58.885,0.1581
455,06/03/18 12:50:54 PM,58.239,0.1577
456,06/03/18 01:50:54 PM,58.498,0.1562
457,06/03/18 02:50:54 PM,59.702,0.1558
458,06/03/18 03:50:54 PM,59.185,0.1558
459,06/03/18 04:50:54 PM,58.066,0.1551
460,06/03/18 05:50:54 PM,56.685,0.1558
461,06/03/18 06:50:54 PM,55.733,0.1547
462,06/03/18 07:50:54 PM,54.820,0.1547
463,06/03/18 08:50:54 PM,53.559,0.1542
464,06/03/18 09:50:54 PM,52.291,0.1542
465,06/03/18 10:50:54 PM,51.105,0.1547
466,06/03/18 11:50:54 PM,50.047,0.1547
467,06/04/18 12:50:54 AM,49.116,0.1547
468,06/04/18 01:50:54 AM,48.227,0.1547
469,06/04/18 02:50:54 AM,47.467,0.1547
470,06/04/18 03:50:54 AM,46.751,0.1547
471,06/04/18 04:50:54 AM,46.076,0.1542
472,06/04/18 05:50:54 AM,45.534,0.1542
473,06/04/18 06:50:54 AM,45.172,0.1542
474,06/04/18 07:50:54 AM,44.856,0.1547
475,06/04/18 08:50:54 AM,47.109,0.1551
476,06/04/18 09:50:54 AM,54.343,0.1551
477,06/04/18 10:50:54 AM,61.848,0.1547
478,06/04/18 11:50:54 AM,65.959,0.1538
479,06/04/18 12:50:54 PM,64.589,0.1527
480,06/04/18 01:50:54 PM,63.219,0.1519
481,06/04/18 02:50:54 PM,63.390,0.1508
482,06/04/18 03:50:54 PM,64.117,0.1499
483,06/04/18 04:50:54 PM,63.903,0.1495
484,06/04/18 05:50:54 PM,61.848,0.1519
485,06/04/18 06:50:54 PM,60.046,0.1519
486,06/04/18 07:50:54 PM,58.455,0.1514
487,06/04/18 08:50:54 PM,56.901,0.1508
488,06/04/18 09:50:54 PM,55.472,0.1514
489,06/04/18 10:50:54 PM,54.212,0.1514
490,06/04/18 11:50:54 PM,53.121,0.1514
491,06/05/18 12:50:54 AM,52.115,0.1514
492,06/05/18 01:50:54 AM,51.237,0.1514
493,06/05/18 02:50:54 AM,50.445,0.1514
494,06/05/18 03:50:54 AM,49.649,0.1514
495,06/05/18 04:50:54 AM,48.983,0.1508
496,06/05/18 05:50:54 AM,48.315,0.1508
497,06/05/18 06:50:54 AM,47.871,0.1508
498,06/05/18 07:50:54 AM,47.557,0.1508
499,06/05/18 08:50:54 AM,50.621,0.1514
500,06/05/18 09:50:54 AM,57.549,0.1508
501,06/05/18 10:50:54 AM,64.418,0.1503
502,06/05/18 11:50:54 AM,67.372,0.1490
503,06/05/18 12:50:54 PM,65.574,0.1484
504,06/05/18 01:50:54 PM,63.090,0.1479
505,06/05/18 02:50:54 PM,63.903,0.1459
506,06/05/18 03:50:54 PM,64.803,0.1441
507,06/05/18 04:50:54 PM,64.247,0.1455
508,06/05/18 05:50:54 PM,61.633,0.1446
509,06/05/18 06:50:54 PM,59.959,0.1441
510,06/05/18 07:50:54 PM,58.712,0.1441
511,06/05/18 08:50:54 PM,57.420,0.1434
512,06/05/18 09:50:54 PM,56.251,0.1430
513,06/05/18 10:50:54 PM,55.125,0.1430
514,06/05/18 11:50:54 PM,54.037,0.1430
515,06/06/18 12:50:54 AM,52.947,0.1425
516,06/06/18 01:50:54 AM,51.940,0.1425
517,06/06/18 02:50:54 AM,51.148,0.1425
518,06/06/18 03:50:54 AM,50.268,0.1425
519,06/06/18 04:50:54 AM,49.428,0.1425
520,06/06/18 05:50:54 AM,48.672,0.1421
521,06/06/18 06:50:54 AM,48.315,0.1421
522,06/06/18 07:50:54 AM,48.272,0.1425
523,06/06/18 08:50:54 AM,50.709,0.1425
524,06/06/18 09:50:54 AM,58.066,0.1425
525,06/06/18 10:50:54 AM,63.518,0.1421
526,06/06/18 11:50:54 AM,63.390,0.1412
527,06/06/18 12:50:54 PM,63.946,0.1405
528,06/06/18 01:50:54 PM,64.161,0.1396
529,06/06/18 02:50:54 PM,64.674,0.1391
530,06/06/18 03:50:54 PM,64.375,0.1382
